,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Batsman
8275,-1,0,0,0.0,0,0,Sri Lanka,Dambulla,Ravindra Jadeja
8276,0.0,0,9,0.0,0,0,Sri Lanka,Dambulla,Ravindra Jadeja
8277,17,17,26,65.38,3,0,New Zealand,Dambulla,Ravindra Jadeja
8278,-1,0,0,0.0,0,0,New Zealand,Vadodara,Ravindra Jadeja
8279,78.0,78,89,87.64,10,0,England,The Oval,Ravindra Jadeja
8280,0*,0,0,0.0,0,0,England,Lord's,Ravindra Jadeja
8281,0.0,0,1,0.0,0,0,England,Cardiff,Ravindra Jadeja
8282,27,27,22,122.72,1,2,England,Hyderabad (Deccan),Ravindra Jadeja
8283,-1,0,0,0.0,0,0,England,Delhi,Ravindra Jadeja
8284,26*,26,24,108.33,2,0,England,Mohali,Ravindra Jadeja
8285,-1,0,0,0.0,0,0,England,Mumbai,Ravindra Jadeja
8286,21,21,21,100.0,2,0,England,Kolkata,Ravindra Jadeja
8287,38,38,62,61.29,3,0,West Indies,Cuttack,Ravindra Jadeja
8288,9*,9,8,112.5,1,0,West Indies,Visakhapatnam,Ravindra Jadeja
8289,11,11,16,68.75,2,0,West Indies,Ahmedabad,Ravindra Jadeja
8290,10.0,10,10,100.0,0,0,West Indies,Indore,Ravindra Jadeja
8291,-1,0,0,0.0,0,0,West Indies,Chennai,Ravindra Jadeja
8292,19,19,25,76.0,0,0,Australia,Melbourne,Ravindra Jadeja
8293,24*,24,28,85.71,1,0,Sri Lanka,Perth,Ravindra Jadeja
8294,12,12,8,150.0,0,0,Australia,Adelaide,Ravindra Jadeja
8295,3,3,10,30.0,0,0,Sri Lanka,Adelaide,Ravindra Jadeja
8296,18,18,35,51.42,1,0,Australia,Brisbane,Ravindra Jadeja
8297,17,17,21,80.95,1,0,Sri Lanka,Brisbane,Ravindra Jadeja
8298,8,8,17,47.05,1,0,Australia,Sydney,Ravindra Jadeja
8299,-1,0,0,0.0,0,0,Sri Lanka,Hobart,Ravindra Jadeja
8300,-1,0,0,0.0,0,0,Sri Lanka,Dhaka,Ravindra Jadeja
8301,4*,4,2,200.0,0,0,Bangladesh,Dhaka,Ravindra Jadeja
8302,13,13,23,56.52,0,0,Pakistan,Kolkata,Ravindra Jadeja
8303,27,27,39,69.23,0,2,Pakistan,Delhi,Ravindra Jadeja
8304,7,7,9,77.77,0,0,England,Rajkot,Ravindra Jadeja
8305,61*,61,37,164.86,8,2,England,Kochi,Ravindra Jadeja
8306,-1,0,0,0.0,0,0,England,Ranchi,Ravindra Jadeja
8307,21*,21,27,77.77,2,0,England,Mohali,Ravindra Jadeja
8308,39,39,65,60.0,1,2,England,Dharamsala,Ravindra Jadeja
8309,47*,47,29,162.06,7,1,South Africa,Cardiff,Ravindra Jadeja
8310,-1,0,0,0.0,0,0,West Indies,The Oval,Ravindra Jadeja
8311,-1,0,0,0.0,0,0,Pakistan,Birmingham,Ravindra Jadeja
8312,-1,0,0,0.0,0,0,Sri Lanka,Cardiff,Ravindra Jadeja
8313,33*,33,25,132.0,2,2,England,Birmingham,Ravindra Jadeja
8314,15,15,20,75.0,2,0,West Indies,Kingston,Ravindra Jadeja
8315,49*,49,62,79.03,4,1,Sri Lanka,Kingston,Ravindra Jadeja
8316,2,2,5,40.0,0,0,West Indies,Port of Spain,Ravindra Jadeja
8317,-1,0,0,0.0,0,0,Sri Lanka,Port of Spain,Ravindra Jadeja
8318,5.0,5,14,35.71,0,0,Sri Lanka,Port of Spain,Ravindra Jadeja
8324,11,11,18,61.11,1,0,Australia,Pune,Ravindra Jadeja
8325,-1,0,0,0.0,0,0,Australia,Jaipur,Ravindra Jadeja
8326,2,2,4,50.0,0,0,Australia,Mohali,Ravindra Jadeja
8327,-1,0,0,0.0,0,0,Australia,Ranchi,Ravindra Jadeja
8328,-1,0,0,0.0,0,0,Australia,Nagpur,Ravindra Jadeja
8329,0*,0,0,0.0,0,0,Australia,Bengaluru,Ravindra Jadeja
8330,-1,0,0,0.0,0,0,West Indies,Kochi,Ravindra Jadeja
8331,10.0,10,20,50.0,0,0,West Indies,Visakhapatnam,Ravindra Jadeja
8332,2*,2,11,18.18,0,0,West Indies,Kanpur,Ravindra Jadeja
8333,29,29,30,96.66,6,0,South Africa,Johannesburg,Ravindra Jadeja
8334,26,26,34,76.47,1,1,South Africa,Durban,Ravindra Jadeja
8335,-1,0,0,0.0,0,0,South Africa,Centurion,Ravindra Jadeja
8336,0.0,0,3,0.0,0,0,New Zealand,Napier,Ravindra Jadeja
8337,12,12,8,150.0,0,1,New Zealand,Hamilton,Ravindra Jadeja
8338,66*,66,45,146.66,5,4,New Zealand,Auckland,Ravindra Jadeja
8339,62*,62,54,114.81,8,2,New Zealand,Hamilton,Ravindra Jadeja
8340,5.0,5,6,83.33,1,0,New Zealand,Wellington,Ravindra Jadeja
8341,-1,0,0,0.0,0,0,Bangladesh,Fatullah,Ravindra Jadeja
8342,22*,22,27,81.48,0,1,Sri Lanka,Fatullah,Ravindra Jadeja
8343,52*,52,49,106.12,4,2,Pakistan,Dhaka,Ravindra Jadeja
8344,-1,0,0,0.0,0,0,Afghanistan,Dhaka,Ravindra Jadeja
8345,9*,9,11,81.81,0,0,England,Cardiff,Ravindra Jadeja
8346,12*,12,9,133.33,1,0,England,Nottingham,Ravindra Jadeja
8347,-1,0,0,0.0,0,0,England,Birmingham,Ravindra Jadeja
8348,87,87,68,127.94,9,2,England,Leeds,Ravindra Jadeja
8349,33*,33,36,91.66,2,1,West Indies,Kochi,Ravindra Jadeja
8350,6,6,16,37.5,0,0,West Indies,Delhi,Ravindra Jadeja
8351,2,2,2,100.0,0,0,West Indies,Dharamsala,Ravindra Jadeja
8352,1*,1,1,100.0,0,0,Sri Lanka,Ahmedabad,Ravindra Jadeja
8353,-1,0,0,0.0,0,0,Australia,Sydney,Ravindra Jadeja
8354,5.0,5,9,55.55,0,0,England,Perth,Ravindra Jadeja
8355,3,3,5,60.0,0,0,Pakistan,Adelaide,Ravindra Jadeja
8356,2,2,4,50.0,0,0,South Africa,Melbourne,Ravindra Jadeja
8358,13,13,23,56.52,2,0,West Indies,Perth,Ravindra Jadeja
8361,23*,23,10,230.0,4,0,Bangladesh,Melbourne,Ravindra Jadeja
8362,16,16,17,94.11,2,0,Australia,Sydney,Ravindra Jadeja
8363,32.0,32,42,76.19,2,0,Bangladesh,Dhaka,Ravindra Jadeja
8364,19,19,26,73.07,1,0,Bangladesh,Dhaka,Ravindra Jadeja
8365,10*,10,5,200.0,1,0,Australia,Perth,Ravindra Jadeja
8366,5.0,5,5,100.0,0,0,Australia,Brisbane,Ravindra Jadeja
8367,6*,6,5,120.0,0,0,Australia,Melbourne,Ravindra Jadeja
8368,24*,24,27,88.88,1,0,Australia,Canberra,Ravindra Jadeja
8369,-1,0,0,0.0,0,0,Australia,Sydney,Ravindra Jadeja
8370,13,13,15,86.66,2,0,England,Pune,Ravindra Jadeja
8371,16*,16,8,200.0,1,1,England,Cuttack,Ravindra Jadeja
8372,10.0,10,6,166.66,2,0,England,Kolkata,Ravindra Jadeja
8373,-1,0,0,0.0,0,0,Pakistan,Birmingham,Ravindra Jadeja
8374,0*,0,0,0.0,0,0,Sri Lanka,The Oval,Ravindra Jadeja
8375,-1,0,0,0.0,0,0,South Africa,The Oval,Ravindra Jadeja
8376,-1,0,0,0.0,0,0,Bangladesh,Birmingham,Ravindra Jadeja
8377,15,15,26,57.69,0,0,Pakistan,The Oval,Ravindra Jadeja
8378,11,11,11,100.0,1,0,West Indies,North Sound,Ravindra Jadeja
8379,-1,0,0,0.0,0,0,West Indies,Kingston,Ravindra Jadeja
8380,-1,0,0,0.0,0,0,Bangladesh,Dubai (DSC),Ravindra Jadeja
8381,-1,0,0,0.0,0,0,Pakistan,Dubai (DSC),Ravindra Jadeja
8382,25.0,25,34,73.52,1,0,Afghanistan,Dubai (DSC),Ravindra Jadeja
8383,23,23,33,69.69,1,0,Bangladesh,Dubai (DSC),Ravindra Jadeja
8384,-1,0,0,0.0,0,0,West Indies,Guwahati,Ravindra Jadeja
8385,13,13,14,92.85,0,0,West Indies,Visakhapatnam,Ravindra Jadeja
8386,7*,7,4,175.0,1,0,West Indies,Mumbai (BS),Ravindra Jadeja
8387,-1,0,0,0.0,0,0,West Indies,Thiruvananthapuram,Ravindra Jadeja
8388,8,8,13,61.53,0,0,Australia,Sydney,Ravindra Jadeja
8389,-1,0,0,0.0,0,0,Australia,Adelaide,Ravindra Jadeja
8390,-1,0,0,0.0,0,0,Australia,Melbourne,Ravindra Jadeja
8391,-1,0,0,0.0,0,0,Australia,Hyderabad (Deccan),Ravindra Jadeja
8392,21,21,40,52.5,0,0,Australia,Nagpur,Ravindra Jadeja
8393,24.0,24,31,77.41,0,1,Australia,Ranchi,Ravindra Jadeja
8394,0.0,0,3,0.0,0,0,Australia,Delhi,Ravindra Jadeja
8396,8,8,9,88.88,0,0,South Africa,Belfast,Rohit Sharma 
8397,1,1,4,25.0,0,0,Australia,Hyderabad (Deccan),Rohit Sharma 
8398,52.0,52,61,85.24,3,1,Pakistan,Jaipur,Rohit Sharma 
8399,29,29,43,67.44,5,0,Australia,Brisbane,Rohit Sharma 
8400,0.0,0,2,0.0,0,0,Sri Lanka,Brisbane,Rohit Sharma 
8401,39*,39,61,63.93,2,0,Australia,Melbourne,Rohit Sharma 
8402,70*,70,64,109.37,6,1,Sri Lanka,Canberra,Rohit Sharma 
8403,1,1,3,33.33,0,0,Australia,Adelaide,Rohit Sharma 
8404,24.0,24,36,66.66,1,0,Sri Lanka,Adelaide,Rohit Sharma 
8405,1,1,3,33.33,0,0,Australia,Sydney,Rohit Sharma 
8406,3*,3,7,42.85,0,0,Sri Lanka,Hobart,Rohit Sharma 
8407,66.0,66,87,75.86,6,0,Australia,Sydney,Rohit Sharma 
8408,2,2,5,40.0,0,0,Australia,Brisbane,Rohit Sharma 
8409,9,9,27,33.33,0,0,Pakistan,Dhaka,Rohit Sharma 
8410,26,26,43,60.46,1,1,Bangladesh,Dhaka,Rohit Sharma 
8411,24.0,24,27,88.88,5,0,Pakistan,Dhaka,Rohit Sharma 
8413,0*,0,1,0.0,0,0,Pakistan,Karachi,Rohit Sharma 
8414,22,22,23,95.65,2,0,Bangladesh,Karachi,Rohit Sharma 
8415,58,58,71,81.69,4,0,Pakistan,Karachi,Rohit Sharma 
8416,22*,22,28,78.57,2,0,Sri Lanka,Karachi,Rohit Sharma 
8417,3,3,8,37.5,0,0,Sri Lanka,Karachi,Rohit Sharma 
8418,19,19,31,61.29,1,1,Sri Lanka,Dambulla,Rohit Sharma 
8419,0.0,0,2,0.0,0,0,Sri Lanka,Dambulla,Rohit Sharma 
8420,32.0,32,32,100.0,3,0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8421,18,18,23,78.26,0,0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8422,3,3,5,60.0,0,0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8423,11*,11,8,137.5,1,0,England,Rajkot,Rohit Sharma 
8424,3,3,13,23.07,0,0,England,Indore,Rohit Sharma 
8425,28.0,28,41,68.29,3,0,England,Kanpur,Rohit Sharma 
8426,8*,8,10,80.0,1,0,England,Cuttack,Rohit Sharma 
8427,25*,25,30,83.33,3,0,Sri Lanka,Dambulla,Rohit Sharma 
8428,4*,4,6,66.66,0,0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8429,15,15,22,68.18,1,0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8430,-1,0,0,0.0,0,0,New Zealand,Hamilton,Rohit Sharma 
8431,43*,43,74,58.1,1,1,New Zealand,Auckland,Rohit Sharma 
8432,4,4,12,33.33,0,0,West Indies,Kingston,Rohit Sharma 
8433,0.0,0,2,0.0,0,0,West Indies,Kingston,Rohit Sharma 
8434,11,11,9,122.22,0,0,West Indies,Gros Islet,Rohit Sharma 
8435,-1,0,0,0.0,0,0,West Indies,Gros Islet,Rohit Sharma 
8436,48.0,48,61,78.68,3,0,South Africa,Ahmedabad,Rohit Sharma 
8438,101*,101,100,101.0,6,2,Sri Lanka,Bulawayo,Rohit Sharma 
8440,32.0,32,40,80.0,1,0,Sri Lanka,Harare,Rohit Sharma 
8441,0.0,0,1,0.0,0,0,Bangladesh,Dambulla,Rohit Sharma 
8442,22,22,24,91.66,2,0,Pakistan,Dambulla,Rohit Sharma 
8443,69,69,73,94.52,7,0,Sri Lanka,Dambulla,Rohit Sharma 
8444,41,41,52,78.84,3,0,Sri Lanka,Dambulla,Rohit Sharma 
8445,4,4,11,36.36,0,0,New Zealand,Dambulla,Rohit Sharma 
8446,0.0,0,2,0.0,0,0,Sri Lanka,Dambulla,Rohit Sharma 
8447,11,11,21,52.38,2,0,Sri Lanka,Dambulla,Rohit Sharma 
8448,5.0,5,9,55.55,0,0,Sri Lanka,Dambulla,Rohit Sharma 
8449,44.0,44,48,91.66,4,1,New Zealand,Bengaluru,Rohit Sharma 
8450,-1,0,0,0.0,0,0,New Zealand,Chennai,Rohit Sharma 
8451,11,11,27,40.74,1,0,South Africa,Durban,Rohit Sharma 
8452,9,9,14,64.28,1,0,South Africa,Johannesburg,Rohit Sharma 
8453,23,23,45,51.11,2,0,South Africa,Cape Town,Rohit Sharma 
8454,1,1,6,16.66,0,0,South Africa,Port Elizabeth,Rohit Sharma 
8455,5.0,5,8,62.5,1,0,South Africa,Centurion,Rohit Sharma 
8456,68*,68,75,90.66,3,1,West Indies,Port of Spain,Rohit Sharma 
8457,7*,7,14,50.0,1,0,West Indies,Port of Spain,Rohit Sharma 
8458,86*,86,91,94.5,5,2,West Indies,North Sound,Rohit Sharma 
8459,39,39,47,82.97,0,1,West Indies,North Sound,Rohit Sharma 
8460,57,57,72,79.16,2,1,West Indies,Kingston,Rohit Sharma 
8461,0*,0,1,0.0,0,0,England,Chester-le-Street,Rohit Sharma 
8462,72.0,72,99,72.72,3,1,West Indies,Cuttack,Rohit Sharma 
8463,90*,90,98,91.83,7,2,West Indies,Visakhapatnam,Rohit Sharma 
8464,95.0,95,100,95.0,10,1,West Indies,Ahmedabad,Rohit Sharma 
8465,27,27,16,168.75,3,0,West Indies,Indore,Rohit Sharma 
8466,21,21,26,80.76,1,0,West Indies,Chennai,Rohit Sharma 
8467,21,21,21,100.0,2,0,Australia,Melbourne,Rohit Sharma 
8468,10.0,10,17,58.82,1,0,Sri Lanka,Perth,Rohit Sharma 
8469,33,33,41,80.48,1,1,Australia,Adelaide,Rohit Sharma 
8470,15,15,27,55.55,2,0,Sri Lanka,Adelaide,Rohit Sharma 
8471,0.0,0,5,0.0,0,0,Australia,Brisbane,Rohit Sharma 
8472,-1,0,0,0.0,0,0,Sri Lanka,Dhaka,Rohit Sharma 
8473,4,4,6,66.66,0,0,Bangladesh,Dhaka,Rohit Sharma 
8474,68.0,68,83,81.92,5,1,Pakistan,Dhaka,Rohit Sharma 
8475,5.0,5,8,62.5,0,0,Sri Lanka,Hambantota,Rohit Sharma 
8476,0.0,0,5,0.0,0,0,Sri Lanka,Hambantota,Rohit Sharma 
8477,0.0,0,1,0.0,0,0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8478,4,4,14,28.57,0,0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8479,4,4,9,44.44,1,0,Sri Lanka,Pallekele,Rohit Sharma 
8480,4,4,14,28.57,0,0,Pakistan,Chennai,Rohit Sharma 
8481,83,83,93,89.24,11,1,England,Mohali,Rohit Sharma 
8482,4,4,9,44.44,1,0,England,Dharamsala,Rohit Sharma 
8483,65.0,65,81,80.24,8,1,South Africa,Cardiff,Rohit Sharma 
8484,52.0,52,56,92.85,7,0,West Indies,The Oval,Rohit Sharma 
8485,18,18,32,56.25,2,0,Pakistan,Birmingham,Rohit Sharma 
8486,33,33,50,66.0,4,0,Sri Lanka,Cardiff,Rohit Sharma 
8487,9,9,14,64.28,1,0,England,Birmingham,Rohit Sharma 
8488,60.0,60,89,67.41,4,1,West Indies,Kingston,Rohit Sharma 
8489,5.0,5,13,38.46,0,0,Sri Lanka,Kingston,Rohit Sharma 
8490,46.0,46,78,58.97,5,0,West Indies,Port of Spain,Rohit Sharma 
8491,48*,48,83,57.83,2,1,Sri Lanka,Port of Spain,Rohit Sharma 
8492,58,58,89,65.16,5,1,Sri Lanka,Port of Spain,Rohit Sharma 
8497,42.0,42,47,89.36,6,0,Australia,Pune,Rohit Sharma 
8498,141*,141,123,114.63,17,4,Australia,Jaipur,Rohit Sharma 
8499,11,11,22,50.0,2,0,Australia,Mohali,Rohit Sharma 
8500,9*,9,13,69.23,1,0,Australia,Ranchi,Rohit Sharma 
8501,79,79,89,88.76,7,3,Australia,Nagpur,Rohit Sharma 
8502,209,209,158,132.27,12,16,Australia,Bengaluru,Rohit Sharma 
8503,72.0,72,81,88.88,8,1,West Indies,Kochi,Rohit Sharma 
8504,12,12,19,63.15,3,0,West Indies,Visakhapatnam,Rohit Sharma 
8505,4,4,14,28.57,0,0,West Indies,Kanpur,Rohit Sharma 
8506,18,18,43,41.86,2,0,South Africa,Johannesburg,Rohit Sharma 
8507,19,19,26,73.07,2,0,South Africa,Durban,Rohit Sharma 
8508,-1,0,0,0.0,0,0,South Africa,Centurion,Rohit Sharma 
8509,3,3,23,13.04,0,0,New Zealand,Napier,Rohit Sharma 
8510,20.0,20,34,58.82,2,1,New Zealand,Hamilton,Rohit Sharma 
8511,39,39,38,102.63,1,4,New Zealand,Auckland,Rohit Sharma 
8512,79,79,94,84.04,6,4,New Zealand,Hamilton,Rohit Sharma 
8513,4,4,13,30.76,0,0,New Zealand,Wellington,Rohit Sharma 
8514,21,21,29,72.41,1,1,Bangladesh,Fatullah,Rohit Sharma 
8515,13,13,28,46.42,1,0,Sri Lanka,Fatullah,Rohit Sharma 
8516,56.0,56,58,96.55,7,2,Pakistan,Dhaka,Rohit Sharma 
8517,18*,18,24,75.0,1,0,Afghanistan,Dhaka,Rohit Sharma 
8518,52.0,52,87,59.77,4,1,England,Cardiff,Rohit Sharma 
8519,264,264,173,152.6,33,9,Sri Lanka,Kolkata,Rohit Sharma 
8520,9,9,12,75.0,2,0,Sri Lanka,Ranchi,Rohit Sharma 
8521,138.0,138,139,99.28,9,4,Australia,Melbourne,Rohit Sharma 
8522,15,15,20,75.0,2,0,Pakistan,Adelaide,Rohit Sharma 
8523,0.0,0,6,0.0,0,0,South Africa,Melbourne,Rohit Sharma 
8525,7,7,18,38.88,1,0,West Indies,Perth,Rohit Sharma 
8528,137,137,126,108.73,14,3,Bangladesh,Melbourne,Rohit Sharma 
8529,34,34,48,70.83,1,2,Australia,Sydney,Rohit Sharma 
8530,63,63,68,92.64,4,1,Bangladesh,Dhaka,Rohit Sharma 
8531,0.0,0,2,0.0,0,0,Bangladesh,Dhaka,Rohit Sharma 
8532,29,29,29,100.0,2,1,Bangladesh,Dhaka,Rohit Sharma 
8533,150.0,150,133,112.78,13,6,South Africa,Kanpur,Rohit Sharma 
8534,3,3,10,30.0,0,0,South Africa,Indore,Rohit Sharma 
8535,65.0,65,74,87.83,7,2,South Africa,Rajkot,Rohit Sharma 
8536,21,21,19,110.52,4,0,South Africa,Chennai,Rohit Sharma 
8537,16,16,20,80.0,3,0,South Africa,Mumbai,Rohit Sharma 
8538,171*,171,163,104.9,13,7,Australia,Perth,Rohit Sharma 
8539,124.0,124,127,97.63,11,3,Australia,Brisbane,Rohit Sharma 
8540,6,6,11,54.54,0,0,Australia,Melbourne,Rohit Sharma 
8541,41,41,25,164.0,2,3,Australia,Canberra,Rohit Sharma 
8542,99.0,99,108,91.66,9,1,Australia,Sydney,Rohit Sharma 
8543,14,14,26,53.84,1,1,New Zealand,Dharamsala,Rohit Sharma 
8544,15,15,27,55.55,1,1,New Zealand,Delhi,Rohit Sharma 
8545,13,13,21,61.9,2,0,New Zealand,Mohali,Rohit Sharma 
8546,11,11,19,57.89,2,0,New Zealand,Ranchi,Rohit Sharma 
8547,70.0,70,65,107.69,5,3,New Zealand,Visakhapatnam,Rohit Sharma 
8548,91,91,119,76.47,7,2,Pakistan,Birmingham,Rohit Sharma 
8549,78.0,78,79,98.73,6,3,Sri Lanka,The Oval,Rohit Sharma 
8550,12,12,20,60.0,1,1,South Africa,The Oval,Rohit Sharma 
8551,123*,123,129,95.34,15,1,Bangladesh,Birmingham,Rohit Sharma 
8552,0.0,0,3,0.0,0,0,Pakistan,The Oval,Rohit Sharma 
8553,4,4,13,30.76,0,0,Sri Lanka,Dambulla,Rohit Sharma 
8554,54.0,54,45,120.0,5,3,Sri Lanka,Pallekele,Rohit Sharma 
8555,124*,124,145,85.51,16,2,Sri Lanka,Pallekele,Rohit Sharma 
8556,104.0,104,88,118.18,11,3,Sri Lanka,Colombo (RPS),Rohit Sharma 
8557,16,16,20,80.0,1,0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8558,28.0,28,44,63.63,3,0,Australia,Chennai,Rohit Sharma 
8559,7,7,14,50.0,1,0,Australia,Kolkata,Rohit Sharma 
8560,71,71,62,114.51,6,4,Australia,Indore,Rohit Sharma 
8561,65.0,65,55,118.18,1,5,Australia,Bengaluru,Rohit Sharma 
8562,125.0,125,109,114.67,11,5,Australia,Nagpur,Rohit Sharma 
8563,20.0,20,18,111.11,0,2,New Zealand,Mumbai,Rohit Sharma 
8564,7,7,19,36.84,1,0,New Zealand,Pune,Rohit Sharma 
8565,147,147,138,106.52,18,2,New Zealand,Kanpur,Rohit Sharma 
8566,2,2,13,15.38,0,0,Sri Lanka,Dharamsala,Rohit Sharma 
8567,208*,208,153,135.94,13,12,Sri Lanka,Mohali,Rohit Sharma 
8568,7,7,14,50.0,0,1,Sri Lanka,Visakhapatnam,Rohit Sharma 
8569,20.0,20,30,66.66,2,1,South Africa,Durban,Rohit Sharma 
8570,15,15,17,88.23,2,1,South Africa,Centurion,Rohit Sharma 
8571,0.0,0,6,0.0,0,0,South Africa,Cape Town,Rohit Sharma 
8572,5.0,5,13,38.46,1,0,South Africa,Johannesburg,Rohit Sharma 
8573,115.0,115,126,91.26,11,4,South Africa,Port Elizabeth,Rohit Sharma 
8574,15,15,13,115.38,3,0,South Africa,Centurion,Rohit Sharma 
8575,137*,137,114,120.17,15,4,England,Nottingham,Rohit Sharma 
8576,15,15,26,57.69,2,0,England,Lord's,Rohit Sharma 
8577,2,2,18,11.11,0,0,England,Leeds,Rohit Sharma 
8579,52.0,52,39,133.33,6,3,Pakistan,Dubai (DSC),Rohit Sharma 
8580,83*,83,104,79.8,5,3,Bangladesh,Dubai (DSC),Rohit Sharma 
8581,111*,111,119,93.27,7,4,Pakistan,Dubai (DSC),Rohit Sharma 
8582,48.0,48,55,87.27,3,3,Bangladesh,Dubai (DSC),Rohit Sharma 
8583,152*,152,117,129.91,15,8,West Indies,Guwahati,Rohit Sharma 
8584,4,4,8,50.0,1,0,West Indies,Visakhapatnam,Rohit Sharma 
8585,8,8,9,88.88,2,0,West Indies,Pune,Rohit Sharma 
8586,162,162,137,118.24,20,4,West Indies,Mumbai (BS),Rohit Sharma 
8587,63*,63,56,112.5,5,4,West Indies,Thiruvananthapuram,Rohit Sharma 
8588,133,133,129,103.1,10,6,Australia,Sydney,Rohit Sharma 
8589,43,43,52,82.69,2,2,Australia,Adelaide,Rohit Sharma 
8590,9,9,17,52.94,1,0,Australia,Melbourne,Rohit Sharma 
8591,11,11,24,45.83,1,0,New Zealand,Napier,Rohit Sharma 
8592,87,87,96,90.62,9,3,New Zealand,Mount Maunganui,Rohit Sharma 
8593,62.0,62,77,80.51,3,2,New Zealand,Mount Maunganui,Rohit Sharma 
8594,7,7,23,30.43,0,0,New Zealand,Hamilton,Rohit Sharma 
8595,2,2,16,12.5,0,0,New Zealand,Wellington,Rohit Sharma 
8596,37,37,66,56.06,5,0,Australia,Hyderabad (Deccan),Rohit Sharma 
8597,0.0,0,6,0.0,0,0,Australia,Nagpur,Rohit Sharma 
8598,14,14,14,100.0,2,1,Australia,Ranchi,Rohit Sharma 
8599,95.0,95,92,103.26,7,2,Australia,Mohali,Rohit Sharma 
8600,56.0,56,89,62.92,4,0,Australia,Delhi,Rohit Sharma 
8601,15,15,10,150.0,2,0,West Indies,Napier,Ross Taylor
8602,31,31,29,106.89,7,0,West Indies,Auckland,Ross Taylor
8603,128*,128,133,96.24,12,4,Sri Lanka,Napier,Ross Taylor
8604,15,15,26,57.69,2,0,Sri Lanka,Queenstown,Ross Taylor
8605,0.0,0,4,0.0,0,0,Sri Lanka,Christchurch,Ross Taylor
8606,0.0,0,7,0.0,0,0,Sri Lanka,Auckland,Ross Taylor
8607,-1,0,0,0.0,0,0,Sri Lanka,Hamilton,Ross Taylor
8608,84.0,84,82,102.43,10,3,Australia,Hobart,Ross Taylor
8609,1,1,7,14.28,0,0,England,Hobart,Ross Taylor
8610,26,26,43,60.46,5,0,Australia,Sydney,Ross Taylor
8611,15,15,44,34.09,1,0,England,Adelaide,Ross Taylor
8612,39,39,50,78.0,2,0,Australia,Perth,Ross Taylor
8613,71,71,81,87.65,7,1,England,Perth,Ross Taylor
8614,21,21,31,67.74,1,0,Australia,Melbourne,Ross Taylor
8615,25.0,25,27,92.59,1,0,England,Brisbane,Ross Taylor
8616,-1,0,0,0.0,0,0,Australia,Wellington,Ross Taylor
8617,117,117,127,92.12,16,1,Australia,Auckland,Ross Taylor
8618,11,11,12,91.66,1,0,Australia,Hamilton,Ross Taylor
8619,0.0,0,1,0.0,0,0,England,Gros Islet,Ross Taylor
8621,0.0,0,2,0.0,0,0,Sri Lanka,St George's,Ross Taylor
8622,10.0,10,17,58.82,1,0,South Africa,St George's,Ross Taylor
8623,3,3,6,50.0,0,0,Australia,St George's,Ross Taylor
8624,9,9,25,36.0,1,0,Sri Lanka,Kingston,Ross Taylor
8625,20.0,20,22,90.9,1,1,South Africa,Durban,Ross Taylor
8626,13*,13,10,130.0,2,0,South Africa,Port Elizabeth,Ross Taylor
8627,3,3,10,30.0,0,0,South Africa,Cape Town,Ross Taylor
8628,50.0,50,52,96.15,1,3,Australia,Adelaide,Ross Taylor
8629,5*,5,8,62.5,0,0,Australia,Sydney,Ross Taylor
8630,13,13,19,68.42,1,0,Australia,Hobart,Ross Taylor
8631,8,8,8,100.0,0,1,Bangladesh,Auckland,Ross Taylor
8632,34*,34,24,141.66,2,1,Bangladesh,Napier,Ross Taylor
8633,-1,0,0,0.0,0,0,Bangladesh,Queenstown,Ross Taylor
8634,24*,24,39,61.53,2,1,England,Wellington,Ross Taylor
8635,-1,0,0,0.0,0,0,England,Hamilton,Ross Taylor
8636,31,31,49,63.26,1,1,England,Auckland,Ross Taylor
8637,48.0,48,47,102.12,4,1,England,Napier,Ross Taylor
8638,41*,41,52,78.84,7,0,England,Christchurch,Ross Taylor
8639,20.0,20,34,58.82,1,0,England,Chester-le-Street,Ross Taylor
8640,25.0,25,21,119.04,5,0,England,Birmingham,Ross Taylor
8641,8,8,30,26.66,0,0,England,Bristol,Ross Taylor
8642,6,6,15,40.0,1,0,England,The Oval,Ross Taylor
8643,4,4,15,26.66,0,0,England,Lord's,Ross Taylor
8646,2,2,4,50.0,0,0,Bangladesh,Dhaka,Ross Taylor
8647,33,33,54,61.11,2,2,Bangladesh,Dhaka,Ross Taylor
8648,103,103,119,86.55,5,4,Bangladesh,Chattogram,Ross Taylor
8649,-1,0,0,0.0,0,0,West Indies,Queenstown,Ross Taylor
8650,13,13,20,65.0,0,0,West Indies,Christchurch,Ross Taylor
8651,51*,51,50,102.0,5,3,West Indies,Wellington,Ross Taylor
8652,75.0,75,87,86.2,6,1,West Indies,Auckland,Ross Taylor
8653,48*,48,71,67.6,3,0,West Indies,Napier,Ross Taylor
8654,64.0,64,97,65.97,6,1,Australia,Perth,Ross Taylor
